#group,false,false,true,true,true,true,false,false,false,true
#datatype,string,long,string,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,long,string
#default,to6,,,,,,,,,
,result,table,_field,_measurement,_start,_stop,_time,_value,elapsed,location
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:11:41.41133944Z,93,10800,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:05:41.41133944Z,9,11160,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:53:41.41133944Z,84,11880,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:17:41.41133944Z,39,14040,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:11:41.41133944Z,59,14400,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:53:41.41133944Z,7,15480,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:23:41.41133944Z,17,17280,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:59:41.41133944Z,78,18720,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:53:41.41133944Z,83,19080,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:47:41.41133944Z,52,19440,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:35:41.41133944Z,65,20160,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:05:41.41133944Z,52,21960,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:59:41.41133944Z,40,22320,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:17:41.41133944Z,100,24840,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:11:41.41133944Z,95,25200,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:59:41.41133944Z,83,25920,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:53:41.41133944Z,48,26280,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:47:41.41133944Z,93,26640,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:29:41.41133944Z,13,27720,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:11:41.41133944Z,57,28800,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T03:23:41.41133944Z,42,31680,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T02:47:41.41133944Z,40,33840,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T02:29:41.41133944Z,57,34920,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T01:53:41.41133944Z,28,37080,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T01:29:41.41133944Z,4,38520,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T00:47:41.41133944Z,76,41040,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T00:35:41.41133944Z,8,41760,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T00:17:41.41133944Z,32,42840,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T23:59:41.41133944Z,55,43920,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T23:47:41.41133944Z,16,44640,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T23:23:41.41133944Z,37,46080,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T23:11:41.41133944Z,72,46800,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T22:47:41.41133944Z,40,48240,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T22:41:41.41133944Z,35,48600,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T22:35:41.41133944Z,42,48960,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T22:29:41.41133944Z,13,49320,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T22:11:41.41133944Z,19,50400,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T21:11:41.41133944Z,47,54000,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T20:59:41.41133944Z,4,54720,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T20:41:41.41133944Z,63,55800,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T20:35:41.41133944Z,12,56160,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T20:29:41.41133944Z,77,56520,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T19:35:41.41133944Z,66,59760,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T19:11:41.41133944Z,30,61200,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T18:59:41.41133944Z,87,61920,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T18:53:41.41133944Z,17,62280,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T18:11:41.41133944Z,24,64800,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T17:47:41.41133944Z,97,66240,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T17:29:41.41133944Z,41,67320,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T17:23:41.41133944Z,96,67680,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T16:53:41.41133944Z,30,69480,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T16:41:41.41133944Z,55,70200,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T16:35:41.41133944Z,96,70560,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T16:17:41.41133944Z,6,71640,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T15:59:41.41133944Z,31,72720,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T15:41:41.41133944Z,73,73800,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T15:05:41.41133944Z,25,75960,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T14:17:41.41133944Z,97,78840,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T13:35:41.41133944Z,69,81360,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T12:35:41.41133944Z,79,84960,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T12:29:41.41133944Z,26,85320,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T12:23:41.41133944Z,26,85680,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T12:11:41.41133944Z,15,86400,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T11:47:41.41133944Z,55,87840,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T11:35:41.41133944Z,55,88560,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T11:29:41.41133944Z,95,88920,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T10:53:41.41133944Z,9,91080,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T10:47:41.41133944Z,88,91440,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T10:41:41.41133944Z,50,91800,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T10:35:41.41133944Z,69,92160,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T09:29:41.41133944Z,98,96120,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T08:53:41.41133944Z,100,98280,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T07:47:41.41133944Z,30,102240,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T07:29:41.41133944Z,9,103320,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T07:23:41.41133944Z,51,103680,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T07:17:41.41133944Z,26,104040,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T07:05:41.41133944Z,29,104760,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T06:47:41.41133944Z,15,105840,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T06:35:41.41133944Z,44,106560,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T05:53:41.41133944Z,29,109080,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T05:29:41.41133944Z,41,110520,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T05:17:41.41133944Z,8,111240,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T05:05:41.41133944Z,18,111960,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T04:59:41.41133944Z,40,112320,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T04:53:41.41133944Z,49,112680,coyote_creek,1
,,3,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T04:41:41.41133944Z,27,113400,coyote_creek,1
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T11:59:41.41133944Z,41,720,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T11:47:41.41133944Z,5,1440,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T11:05:41.41133944Z,94,3960,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T10:11:41.41133944Z,19,7200,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:53:41.41133944Z,43,8280,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T09:41:41.41133944Z,82,9000,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:53:41.41133944Z,45,11880,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:41:41.41133944Z,99,12600,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T08:11:41.41133944Z,64,14400,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:35:41.41133944Z,19,16560,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:23:41.41133944Z,99,17280,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T07:17:41.41133944Z,61,17640,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T06:17:41.41133944Z,2,21240,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:47:41.41133944Z,10,23040,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T05:29:41.41133944Z,1,24120,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:47:41.41133944Z,71,26640,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:23:41.41133944Z,11,28080,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T04:11:41.41133944Z,58,28800,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T03:59:41.41133944Z,21,29520,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T03:05:41.41133944Z,8,32760,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T02:59:41.41133944Z,60,33120,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T02:41:41.41133944Z,67,34200,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T01:47:41.41133944Z,75,37440,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T01:41:41.41133944Z,66,37800,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T01:29:41.41133944Z,98,38520,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T01:23:41.41133944Z,60,38880,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T01:11:41.41133944Z,59,39600,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T01:05:41.41133944Z,17,39960,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T00:59:41.41133944Z,46,40320,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-28T00:29:41.41133944Z,76,42120,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T23:47:41.41133944Z,42,44640,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T23:35:41.41133944Z,99,45360,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T23:05:41.41133944Z,86,47160,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T22:23:41.41133944Z,20,49680,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T22:05:41.41133944Z,94,50760,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T21:53:41.41133944Z,100,51480,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T21:35:41.41133944Z,100,52560,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T21:29:41.41133944Z,9,52920,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T21:11:41.41133944Z,49,54000,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T20:53:41.41133944Z,81,55080,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T20:29:41.41133944Z,85,56520,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T20:23:41.41133944Z,17,56880,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T20:17:41.41133944Z,99,57240,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T19:59:41.41133944Z,86,58320,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T19:47:41.41133944Z,44,59040,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T19:35:41.41133944Z,2,59760,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T19:11:41.41133944Z,84,61200,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T18:53:41.41133944Z,25,62280,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T18:41:41.41133944Z,20,63000,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T18:35:41.41133944Z,38,63360,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T18:29:41.41133944Z,98,63720,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T18:23:41.41133944Z,58,64080,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T18:05:41.41133944Z,34,65160,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T17:23:41.41133944Z,44,67680,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T16:53:41.41133944Z,13,69480,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T16:35:41.41133944Z,60,70560,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T16:29:41.41133944Z,92,70920,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T15:29:41.41133944Z,48,74520,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T14:59:41.41133944Z,70,76320,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T14:35:41.41133944Z,39,77760,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T14:29:41.41133944Z,1,78120,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T13:59:41.41133944Z,81,79920,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T13:47:41.41133944Z,8,80640,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T13:29:41.41133944Z,60,81720,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T13:23:41.41133944Z,100,82080,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T13:17:41.41133944Z,23,82440,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T13:05:41.41133944Z,89,83160,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T12:53:41.41133944Z,66,83880,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T12:47:41.41133944Z,97,84240,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T12:23:41.41133944Z,29,85680,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T12:05:41.41133944Z,96,86760,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T11:23:41.41133944Z,5,89280,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T11:17:41.41133944Z,97,89640,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T11:05:41.41133944Z,77,90360,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T10:29:41.41133944Z,29,92520,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T10:17:41.41133944Z,56,93240,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T10:11:41.41133944Z,85,93600,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T09:47:41.41133944Z,15,95040,coyote_creek,2
,,4,index,h2o_quality,1920-03-05T22:10:01.711964667Z,2020-03-05T22:10:01.711964667Z,2022-12-27T09:29:41.41133944Z,77,96120,coyote_creek,2
